Стоимость тарифа,Дата создания,Глубина бронирования,Дата заезда,День,Количество бронирований
13,2018-01-15,7,2018-01-17,18,1119
13,2018-01-15,5,2018-01-18,17,1120
13,2018-01-15,5,2018-01-19,21,1121
10,2018-01-07,2,2018-01-09,15,1111
10,2018-01-07,5,2018-01-10,14,1112
10,2018-01-07,9,2018-01-11,14,1113
10,2018-01-07,6,2018-01-12,14,1114
10,2018-01-07,9,2018-01-13,13,1115
10,2018-01-07,11,2018-01-14,12,1116
1,2018-01-09,5,2018-01-09,16,1111
1,2018-01-09,2,2018-01-10,15,1112
1,2018-01-09,6,2018-01-11,15,1113
1,2018-01-09,5,2018-01-12,15,1114
1,2018-01-09,9,2018-01-13,14,1115
1,2018-01-09,5,2018-01-14,13,1116
1,2018-02-03,2,2018-02-03,14,1136
1,2018-02-03,6,2018-02-04,13,1137
1,2018-02-03,4,2018-02-05,16,1138
1,2018-02-03,3,2018-02-06,10,1139
1,2018-02-03,5,2018-02-07,15,1140
1,2018-02-03,7,2018-02-08,22,1141
1,2018-02-03,8,2018-02-09,22,1142
6,2018-03-07,17,2018-03-24,9,1185
6,2018-03-07,19,2018-03-25,11,1186
6,2018-03-07,19,2018-03-26,12,1187
6,2018-03-07,20,2018-03-27,11,1188
3,2018-07-12,2,2018-07-14,8,1297
9,2018-07-06,1,2018-07-07,10,1290
6,2018-08-13,31,2018-09-08,6,1353
6,2018-08-13,32,2018-09-09,9,1354
6,2018-08-13,33,2018-09-10,12,1355
6,2018-08-13,33,2018-09-11,8,1356
6,2018-08-13,34,2018-09-12,8,1357
6,2018-08-13,35,2018-09-13,2,1358
6,2018-08-13,35,2018-09-14,5,1359
6,2018-08-13,35,2018-09-15,6,1360
6,2018-08-13,38,2018-09-16,15,1361
6,2018-08-13,37,2018-09-17,16,1362
6,2018-08-13,37,2018-09-18,19,1363
6,2018-08-13,37,2018-09-19,9,1364
13,2018-01-09,14,2018-01-19,22,1121
13,2018-01-09,13,2018-01-20,19,1122
12,2018-01-24,3,2018-01-27,22,1129
12,2018-01-24,6,2018-01-28,21,1130
6,2018-03-16,18,2018-03-29,22,1190
6,2018-03-16,19,2018-03-30,17,1191
6,2018-04-03,16,2018-04-17,3,1209
6,2018-04-03,19,2018-04-18,2,1210
6,2018-04-03,18,2018-04-19,8,1211
1,2018-04-10,6,2018-04-10,8,1202
1,2018-04-10,19,2018-04-11,13,1203
1,2018-04-10,20,2018-04-12,13,1204
4,2018-04-24,4,2018-04-24,11,1216
7,2018-06-19,8,2018-06-27,5,1280
7,2018-06-19,11,2018-06-28,5,1281
7,2018-06-19,10,2018-06-29,7,1282
6,2018-07-08,34,2018-08-06,4,1320
4,2017-09-26,25,2017-10-17,10,1027
4,2017-09-26,27,2017-10-18,11,1028
4,2017-09-26,25,2017-10-19,16,1029
3,2017-10-03,21,2017-10-21,15,1031
7,2017-12-17,1,2017-12-17,13,1088
13,2018-01-04,13,2018-01-15,11,1117
13,2018-01-04,13,2018-01-16,15,1118
13,2018-01-04,14,2018-01-17,19,1119
13,2018-01-04,16,2018-01-18,18,1120
12,2018-01-06,3,2018-01-08,13,1110
12,2018-01-06,6,2018-01-09,17,1111
12,2018-01-06,9,2018-01-10,16,1112
12,2018-01-06,5,2018-01-11,16,1113
12,2018-01-06,11,2018-01-12,16,1114
4,2017-09-21,24,2017-10-13,10,1023
4,2017-09-21,23,2017-10-14,22,1024
5,2017-10-05,16,2017-10-21,16,1031
2,2017-10-09,0,2017-10-09,19,1019
2,2017-10-09,1,2017-10-09,20,1019
4,2017-11-04,16,2017-11-17,7,1058
4,2017-11-18,8,2017-11-21,7,1062
1,2017-12-15,0,2017-12-15,4,1086
1,2017-12-15,1,2017-12-16,4,1087
4,2017-12-05,14,2017-12-17,14,1088
4,2017-12-05,14,2017-12-18,8,1089
4,2017-12-05,19,2017-12-19,10,1090
4,2017-12-05,20,2017-12-20,16,1091
11,2018-01-11,7,2018-01-16,16,1118
11,2018-01-11,6,2018-01-17,20,1119
10,2018-01-14,0,2018-01-14,14,1116
10,2018-01-14,2,2018-01-15,12,1117
12,2018-01-04,15,2018-01-18,19,1120
12,2018-01-04,19,2018-01-19,23,1121
12,2018-01-04,16,2018-01-20,20,1122
12,2018-01-04,22,2018-01-21,16,1123
14,2018-01-08,30,2018-02-04,14,1137
14,2018-01-08,31,2018-02-05,17,1138
14,2018-01-08,30,2018-02-06,11,1139
14,2018-01-08,35,2018-02-07,16,1140
14,2018-01-08,32,2018-02-08,23,1141
14,2018-01-08,33,2018-02-09,23,1142
1,2018-01-08,2,2018-01-08,14,1110
1,2018-01-08,1,2018-01-09,18,1111
1,2018-01-08,3,2018-01-10,17,1112
1,2018-01-08,7,2018-01-11,17,1113
1,2018-01-08,7,2018-01-12,17,1114
1,2018-01-08,19,2018-01-08,15,1110
1,2018-01-08,19,2018-01-09,19,1111
1,2018-01-08,5,2018-01-10,18,1112
1,2018-01-08,8,2018-01-11,18,1113
1,2018-01-08,7,2018-01-12,18,1114
12,2018-01-29,6,2018-01-30,20,1132
6,2018-03-16,14,2018-03-29,23,1190
6,2018-03-16,16,2018-03-30,18,1191
15,2018-03-07,4,2018-03-09,13,1170
15,2018-03-07,4,2018-03-10,12,1171
4,2018-04-24,4,2018-04-24,12,1216
4,2018-05-10,14,2018-05-21,1,1243
4,2018-05-10,15,2018-05-22,1,1244
3,2018-05-13,16,2018-05-25,6,1247
3,2018-05-13,17,2018-05-26,14,1248
6,2018-06-25,0,2018-06-25,5,1278
6,2018-08-31,3,2018-09-02,12,1347
15,2018-01-16,7,2018-01-19,24,1121
15,2018-01-16,8,2018-01-20,21,1122
20,2018-01-16,11,2018-01-25,17,1127
20,2018-01-16,13,2018-01-26,20,1128
20,2018-01-16,11,2018-01-27,23,1129
15,2018-01-18,1,2018-01-18,20,1120
11,2018-01-18,6,2018-01-21,17,1123
11,2018-01-18,5,2018-01-22,16,1124
4,2017-10-03,2,2017-10-04,4,1014
4,2017-10-13,9,2017-10-17,11,1027
4,2017-10-13,5,2017-10-18,12,1028
5,2017-11-16,19,2017-11-30,17,1071
5,2017-11-16,19,2017-12-01,22,1072
5,2017-11-16,19,2017-12-02,28,1073
5,2017-11-16,17,2017-12-03,18,1074
4,2017-12-19,3,2017-12-19,11,1090
4,2017-12-19,1,2017-12-20,17,1091
13,2017-12-25,1,2017-12-26,14,1097
13,2017-12-25,4,2017-12-27,17,1098
10,2018-01-05,8,2018-01-12,19,1114
10,2018-01-05,12,2018-01-13,15,1115
10,2018-01-05,13,2018-01-14,15,1116
10,2018-01-05,12,2018-01-15,13,1117
10,2018-01-05,14,2018-01-16,17,1118
14,2018-01-09,11,2018-01-17,21,1119
14,2018-01-09,14,2018-01-18,21,1120
14,2018-01-09,13,2018-01-19,25,1121
14,2018-01-09,15,2018-01-20,22,1122
14,2018-01-09,15,2018-01-21,18,1123
14,2018-01-09,18,2018-01-22,17,1124
32,2017-12-31,3,2017-12-31,16,1102
12,2018-02-03,3,2018-02-04,15,1137
12,2018-02-03,5,2018-02-05,18,1138
12,2018-02-03,6,2018-02-06,12,1139
4,2017-09-28,25,2017-10-20,17,1030
4,2017-09-28,24,2017-10-21,17,1031
4,2017-10-13,9,2017-10-17,12,1027
4,2017-10-13,10,2017-10-18,13,1028
4,2017-11-02,19,2017-11-20,8,1061
4,2017-11-02,24,2017-11-21,8,1062
4,2017-11-02,20,2017-11-22,8,1063
4,2017-11-02,23,2017-11-23,11,1064
4,2017-11-02,26,2017-11-24,16,1065
3,2017-10-25,12,2017-11-06,11,1047
3,2017-10-25,18,2017-11-07,9,1048
3,2017-10-25,17,2017-11-08,5,1049
3,2017-10-25,20,2017-11-09,6,1050
4,2017-11-18,3,2017-11-18,14,1059
3,2017-11-14,2,2017-11-14,10,1055
3,2018-01-14,2,2018-01-14,16,1116
3,2018-01-14,5,2018-01-15,14,1117
3,2018-01-14,4,2018-01-16,18,1118
3,2018-01-14,3,2018-01-17,22,1119
3,2018-01-14,7,2018-01-18,22,1120
3,2018-01-14,10,2018-01-19,26,1121
4,2017-10-13,22,2017-11-04,22,1045
4,2017-10-13,24,2017-11-05,29,1046
4,2017-10-15,17,2017-10-31,15,1041
5,2017-10-13,6,2017-10-19,17,1029
5,2017-10-05,5,2017-10-08,7,1018
5,2017-10-05,6,2017-10-09,21,1019
5,2017-10-05,5,2017-10-10,21,1020
5,2017-11-08,26,2017-12-01,23,1072
5,2017-11-08,25,2017-12-02,29,1073
4,2017-11-09,5,2017-11-11,12,1052
5,2017-11-13,15,2017-11-25,26,1066
4,2017-10-25,6,2017-10-27,13,1037
4,2017-10-25,3,2017-10-28,15,1038
5,2017-10-28,16,2017-11-12,5,1053
5,2017-10-28,20,2017-11-13,6,1054
1,2017-10-31,4,2017-10-31,16,1041
12,2017-12-06,25,2017-12-27,18,1098
12,2017-11-28,32,2017-12-25,14,1096
12,2017-11-28,30,2017-12-26,15,1097
3,2017-11-29,9,2017-12-04,7,1075
3,2017-11-29,11,2017-12-05,7,1076
3,2017-11-29,11,2017-12-06,4,1077
4,2017-11-23,8,2017-11-29,10,1070
12,2018-01-09,0,2018-01-09,20,1111
4,2017-12-03,13,2017-12-11,10,1082
4,2017-12-03,12,2017-12-12,8,1083
5,2017-12-01,2,2017-12-02,30,1073
4,2017-11-23,2,2017-11-25,27,1066
4,2017-11-23,7,2017-11-26,7,1067
4,2017-11-24,2,2017-11-24,17,1065
4,2017-11-17,10,2017-11-23,12,1064
4,2017-10-20,3,2017-10-20,18,1030
4,2017-10-20,5,2017-10-21,18,1031
4,2017-10-16,2,2017-10-18,14,1028
4,2017-10-16,6,2017-10-19,18,1029
4,2017-10-16,9,2017-10-20,19,1030
4,2017-10-16,9,2017-10-21,19,1031
4,2017-10-17,15,2017-10-31,17,1041
4,2017-10-08,16,2017-10-23,7,1033
3,2017-11-02,7,2017-11-06,12,1047
3,2017-11-02,8,2017-11-07,10,1048
4,2017-11-03,18,2017-11-17,8,1058
4,2017-11-03,13,2017-11-14,11,1055
11,2018-01-05,8,2018-01-12,20,1114
11,2018-01-05,12,2018-01-13,16,1115
11,2018-01-05,14,2018-01-14,17,1116
11,2018-01-05,15,2018-01-15,15,1117
11,2018-01-05,12,2018-01-16,19,1118
1,2017-12-29,1,2017-12-29,15,1100
1,2017-12-29,4,2017-12-30,15,1101
1,2017-12-29,4,2017-12-31,17,1102
1,2017-12-29,6,2018-01-01,20,1103
1,2017-12-29,5,2018-01-02,14,1104
1,2017-12-29,5,2018-01-03,17,1105
1,2017-12-29,8,2018-01-04,17,1106
1,2017-12-29,10,2018-01-05,15,1107
14,2017-12-23,17,2018-01-06,19,1108
14,2017-12-23,19,2018-01-07,24,1109
14,2017-12-23,17,2018-01-08,16,1110
14,2017-12-23,22,2018-01-09,21,1111
14,2017-12-23,18,2018-01-10,19,1112
14,2017-12-23,21,2018-01-11,19,1113
16,2017-12-12,10,2017-12-17,15,1088
16,2017-12-12,7,2017-12-18,9,1089
16,2017-12-12,10,2017-12-19,12,1090
16,2017-12-12,10,2017-12-20,18,1091
16,2017-12-12,11,2017-12-21,3,1092
3,2017-12-11,5,2017-12-11,11,1082
4,2017-11-19,5,2017-11-19,6,1060
4,2017-11-19,2,2017-11-20,9,1061
4,2017-11-09,5,2017-11-14,12,1055
3,2017-11-12,29,2017-12-11,12,1082
3,2017-11-12,30,2017-12-12,9,1083
4,2017-10-31,12,2017-11-08,6,1049
4,2017-10-31,14,2017-11-09,7,1050
3,2017-11-02,6,2017-11-06,13,1047
3,2017-11-02,5,2017-11-07,11,1048
5,2017-10-09,22,2017-10-31,18,1041
5,2017-10-09,24,2017-11-01,8,1042
5,2017-10-05,1,2017-10-06,1,1016
5,2017-10-05,6,2017-10-07,2,1017
5,2017-10-08,8,2017-10-14,23,1024
3,2017-09-27,5,2017-10-01,2,1011
3,2017-09-27,7,2017-10-02,7,1012
3,2017-09-27,9,2017-10-03,9,1013
3,2017-09-27,11,2017-10-04,5,1014
3,2017-09-27,12,2017-10-05,3,1015
13,2018-01-11,2,2018-01-13,17,1115
29,2018-01-01,8,2018-01-04,18,1106
29,2018-01-01,9,2018-01-05,16,1107
29,2018-01-01,7,2018-01-06,20,1108
14,2018-01-02,9,2018-01-10,20,1112
14,2018-01-02,11,2018-01-11,20,1113
14,2018-01-02,10,2018-01-12,21,1114
3,2017-11-26,6,2017-11-27,5,1068
3,2017-11-26,4,2017-11-28,5,1069
5,2017-10-17,6,2017-10-20,20,1030
5,2017-10-17,9,2017-10-21,20,1031
5,2017-10-09,22,2017-10-31,19,1041
5,2017-10-09,28,2017-11-01,9,1042
3,2017-10-05,5,2017-10-09,22,1019
3,2017-10-05,5,2017-10-08,8,1018
1,2017-10-08,2,2017-10-08,9,1018
1,2017-10-08,3,2017-10-09,23,1019
1,2017-12-04,1,2017-12-04,8,1075
1,2017-12-04,6,2017-12-05,8,1076
1,2017-12-04,2,2017-12-06,5,1077
1,2017-12-04,4,2017-12-07,4,1078
5,2017-11-16,17,2017-11-30,18,1071
5,2017-11-16,16,2017-12-01,24,1072
5,2017-11-16,21,2017-12-02,31,1073
4,2017-11-19,7,2017-11-25,28,1066
3,2017-11-02,4,2017-11-06,14,1047
3,2017-11-02,9,2017-11-07,12,1048
3,2017-10-20,2,2017-10-22,4,1032
12,2018-01-18,5,2018-01-21,19,1123
12,2018-01-18,7,2018-01-22,18,1124
12,2018-01-18,9,2018-01-23,18,1125
12,2018-01-18,8,2018-01-24,17,1126
16,2018-01-03,9,2018-01-07,25,1109
14,2018-01-19,2,2018-01-19,27,1121
12,2018-01-10,3,2018-01-10,21,1112
14,2017-12-30,17,2018-01-11,21,1113
14,2017-12-30,17,2018-01-12,22,1114
14,2017-12-30,18,2018-01-13,18,1115
17,2017-12-13,14,2017-12-23,5,1094
6,2017-12-13,10,2017-12-18,10,1089
6,2017-12-13,8,2017-12-19,13,1090
6,2017-12-13,9,2017-12-20,19,1091
4,2017-10-11,6,2017-10-13,11,1023
3,2017-10-08,3,2017-10-09,24,1019
3,2017-10-08,3,2017-10-10,22,1020
4,2017-10-03,3,2017-10-04,6,1014
4,2017-09-28,9,2017-10-02,8,1012
4,2017-09-28,5,2017-10-03,10,1013
5,2017-12-02,5,2017-12-02,32,1073
3,2017-11-21,13,2017-12-03,19,1074
4,2017-11-23,2,2017-11-25,29,1066
4,2017-11-23,6,2017-11-26,8,1067
4,2017-11-14,5,2017-11-15,5,1056
4,2017-11-14,4,2017-11-16,5,1057
3,2017-10-29,4,2017-10-30,14,1040
10,2018-07-27,5,2018-07-29,10,1312
10,2018-07-27,8,2018-07-30,6,1313
10,2018-07-27,7,2018-07-31,9,1314
10,2018-07-27,6,2018-08-01,5,1315
10,2018-07-27,7,2018-08-02,3,1316
6,2018-08-16,24,2018-09-07,8,1352
6,2018-09-17,4,2018-09-18,20,1363
6,2018-09-09,0,2018-09-09,10,1354
12,2018-03-13,13,2018-03-24,10,1185
11,2018-03-13,21,2018-03-30,19,1191
11,2018-03-13,21,2018-03-31,13,1192
11,2018-03-13,19,2018-04-01,4,1193
4,2018-05-27,2,2018-05-28,6,1250
1,2018-05-28,16,2018-05-28,7,1250
5,2018-06-02,0,2018-06-02,4,1255
6,2018-06-05,25,2018-06-28,6,1281
6,2018-06-05,27,2018-06-29,8,1282
6,2018-06-05,29,2018-06-30,3,1283
4,2018-04-25,3,2018-04-25,12,1217
4,2018-04-25,3,2018-04-26,4,1218
4,2018-04-21,4,2018-04-21,2,1213
4,2018-04-21,2,2018-04-22,4,1214
4,2017-11-30,5,2017-12-02,33,1073
4,2017-11-30,8,2017-12-03,20,1074
3,2017-11-23,4,2017-11-27,6,1068
3,2017-11-23,6,2017-11-28,6,1069
3,2017-11-23,10,2017-11-29,11,1070
5,2017-11-04,0,2017-11-04,23,1045
5,2017-11-04,5,2017-11-05,30,1046
12,2018-01-10,2,2018-01-10,22,1112
14,2017-12-30,31,2018-01-26,21,1128
14,2017-12-30,30,2018-01-27,24,1129
14,2017-12-30,33,2018-01-28,22,1130
4,2017-12-14,0,2017-12-14,12,1085
17,2018-03-08,3,2018-03-08,8,1169
17,2018-03-08,5,2018-03-09,14,1170
4,2018-08-30,33,2018-09-27,6,1372
4,2018-08-30,31,2018-09-28,6,1373
4,2018-08-30,33,2018-09-29,3,1374
6,2018-08-17,30,2018-09-16,16,1361
6,2018-08-17,31,2018-09-17,17,1362
6,2018-08-17,34,2018-09-18,21,1363
6,2018-08-17,38,2018-09-19,10,1364
8,2018-09-10,12,2018-09-22,4,1367
8,2018-09-10,13,2018-09-23,5,1368
5,2018-03-07,21,2018-03-24,11,1185
5,2018-03-07,18,2018-03-25,12,1186
5,2018-03-07,23,2018-03-26,13,1187
5,2018-03-07,24,2018-03-27,12,1188
14,2018-03-08,2,2018-03-08,9,1169
14,2018-03-08,4,2018-03-09,15,1170
14,2018-03-08,7,2018-03-10,13,1171
22,2018-02-01,4,2018-02-02,18,1135
21,2018-01-26,5,2018-01-30,21,1132
21,2018-01-26,9,2018-01-31,20,1133
21,2018-01-26,8,2018-02-01,17,1134
14,2018-01-16,7,2018-01-19,28,1121
14,2018-01-16,7,2018-01-20,23,1122
18,2018-01-13,31,2018-02-12,10,1145
18,2018-01-13,34,2018-02-13,10,1146
18,2018-01-13,33,2018-02-14,10,1147
18,2018-01-13,34,2018-02-15,12,1148
18,2018-01-13,37,2018-02-16,14,1149
5,2018-03-29,15,2018-04-13,7,1205
5,2018-03-29,16,2018-04-14,4,1206
5,2018-03-29,17,2018-04-15,4,1207
4,2018-06-04,9,2018-06-08,6,1261
4,2018-06-04,5,2018-06-09,8,1262
3,2017-09-29,15,2017-10-13,12,1023
3,2017-09-29,18,2017-10-14,24,1024
3,2017-09-29,18,2017-10-15,8,1025
1,2017-10-28,5,2017-10-28,16,1038
4,2017-10-20,32,2017-11-17,9,1058
4,2017-10-20,29,2017-11-18,15,1059
4,2017-10-13,22,2017-11-04,24,1045
4,2017-10-13,24,2017-11-05,31,1046
5,2017-10-07,25,2017-10-28,17,1038
5,2017-10-07,26,2017-10-29,13,1039
5,2017-10-07,28,2017-10-30,15,1040
3,2017-11-25,4,2017-11-25,30,1066
4,2017-11-25,0,2017-11-25,31,1066
5,2017-11-17,12,2017-11-24,18,1065
1,2018-01-15,3,2018-01-15,16,1117
1,2018-01-15,2,2018-01-16,20,1118
14,2017-12-30,31,2018-01-26,22,1128
14,2017-12-30,28,2018-01-27,25,1129
14,2017-12-30,34,2018-01-28,23,1130
5,2017-12-24,6,2017-12-25,15,1096
5,2017-12-24,4,2017-12-26,16,1097
13,2017-12-08,35,2018-01-07,26,1109
13,2017-12-08,35,2018-01-08,17,1110
13,2017-12-08,33,2018-01-09,22,1111
13,2017-12-08,34,2018-01-10,23,1112
13,2017-12-08,39,2018-01-11,22,1113
1,2017-10-28,5,2017-10-28,18,1038
5,2017-10-07,26,2017-10-28,19,1038
5,2017-10-07,24,2017-10-29,14,1039
5,2017-10-07,27,2017-10-30,16,1040
3,2017-11-25,4,2017-11-25,32,1066
1,2017-11-17,1,2017-11-17,10,1058
1,2017-11-17,4,2017-11-18,16,1059
1,2017-11-17,20,2017-11-17,11,1058
1,2017-11-17,8,2017-11-18,17,1059
5,2017-11-04,3,2017-11-05,32,1046
13,2018-01-04,14,2018-01-15,17,1117
13,2018-01-04,16,2018-01-16,21,1118
13,2018-01-04,18,2018-01-17,23,1119
13,2018-01-04,14,2018-01-18,23,1120
10,2018-01-06,5,2018-01-10,24,1112
10,2018-01-06,5,2018-01-11,23,1113
10,2018-01-06,7,2018-01-12,23,1114
10,2018-01-06,10,2018-01-13,19,1115
4,2017-12-11,3,2017-12-12,10,1083
4,2017-12-11,5,2017-12-13,9,1084
1,2017-11-25,4,2017-11-25,33,1066
1,2018-02-11,8,2018-02-14,11,1147
15,2018-01-10,31,2018-02-08,24,1141
15,2018-01-10,33,2018-02-09,24,1142
15,2018-01-10,35,2018-02-10,21,1143
15,2018-01-10,37,2018-02-11,17,1144
1,2018-01-11,4,2018-01-11,24,1113
1,2018-01-11,2,2018-01-12,24,1114
1,2018-01-11,7,2018-01-13,20,1115
6,2018-04-14,1,2018-04-14,5,1206
14,2018-03-29,0,2018-03-29,24,1190
4,2018-04-02,22,2018-04-19,9,1211
4,2018-04-02,21,2018-04-20,4,1212
4,2018-04-02,21,2018-04-21,3,1213
4,2018-04-02,22,2018-04-22,5,1214
7,2018-04-03,7,2018-04-05,6,1197
10,2018-03-13,22,2018-03-30,20,1191
10,2018-03-13,21,2018-03-31,14,1192
10,2018-03-13,23,2018-04-01,5,1193
6,2018-03-01,25,2018-03-22,3,1183
6,2018-03-01,27,2018-03-23,6,1184
6,2018-03-01,25,2018-03-24,12,1185
4,2018-05-24,7,2018-05-27,11,1249
4,2018-05-24,9,2018-05-28,8,1250
4,2018-06-05,7,2018-06-09,9,1262
6,2018-09-15,3,2018-09-16,17,1361
6,2018-09-15,5,2018-09-17,18,1362
6,2018-09-15,3,2018-09-18,22,1363
3,2018-08-19,4,2018-08-19,5,1333
8,2018-09-16,2,2018-09-17,19,1362
8,2018-09-16,5,2018-09-18,23,1363
5,2018-04-09,4,2018-04-09,7,1201
5,2018-04-09,2,2018-04-10,9,1202
5,2018-04-09,7,2018-04-11,14,1203
10,2018-03-13,18,2018-03-30,21,1191
10,2018-03-13,18,2018-03-31,15,1192
10,2018-03-13,24,2018-04-01,6,1193
6,2018-03-01,26,2018-03-22,4,1183
6,2018-03-01,22,2018-03-23,7,1184
6,2018-03-01,27,2018-03-24,13,1185
7,2018-06-01,17,2018-06-14,4,1267
7,2018-06-01,16,2018-06-15,2,1268
7,2018-06-01,20,2018-06-16,2,1269
4,2018-05-20,5,2018-05-20,2,1242
6,2018-04-24,29,2018-05-22,2,1244
6,2018-04-24,29,2018-05-23,1,1245
6,2018-04-24,30,2018-05-24,2,1246
6,2018-04-24,33,2018-05-25,7,1247
6,2018-04-24,34,2018-05-26,15,1248
6,2018-04-24,36,2018-05-27,12,1249
6,2018-04-24,35,2018-05-28,9,1250
6,2018-04-24,35,2018-05-29,4,1251
6,2018-04-24,40,2018-05-30,10,1252
3,2018-04-17,3,2018-04-19,10,1211
3,2018-04-17,6,2018-04-20,5,1212
3,2018-04-17,6,2018-04-21,4,1213
3,2018-04-17,10,2018-04-22,6,1214
5,2018-07-01,12,2018-07-08,6,1291
5,2018-07-01,9,2018-07-09,9,1292
5,2018-07-01,10,2018-07-10,11,1293
5,2018-07-01,13,2018-07-11,7,1294
5,2018-07-01,13,2018-07-12,5,1295
5,2018-07-01,15,2018-07-13,3,1296
5,2018-07-01,16,2018-07-14,9,1297
4,2018-06-05,6,2018-06-09,10,1262
3,2018-08-31,2,2018-08-31,10,1345
4,2017-11-23,6,2017-11-24,19,1065
4,2017-11-23,6,2017-11-25,34,1066
16,2018-01-15,29,2018-02-10,22,1143
16,2018-01-15,30,2018-02-11,18,1144
16,2018-01-15,29,2018-02-12,11,1145
16,2018-01-15,34,2018-02-13,11,1146
16,2018-01-15,31,2018-02-14,12,1147
16,2018-01-15,33,2018-02-15,13,1148
16,2018-01-15,33,2018-02-16,15,1149
10,2018-02-15,28,2018-03-11,11,1172
10,2018-02-15,25,2018-03-12,13,1173
10,2018-02-15,28,2018-03-13,9,1174
10,2018-02-15,27,2018-03-14,7,1175
10,2018-02-15,32,2018-03-15,5,1176
22,2018-02-02,4,2018-02-02,19,1135
22,2018-02-02,3,2018-02-03,15,1136
5,2018-04-04,3,2018-04-06,7,1198
5,2018-04-04,7,2018-04-07,5,1199
5,2018-04-04,4,2018-04-08,4,1200
4,2017-10-08,16,2017-10-19,19,1029
4,2017-10-08,15,2017-10-20,21,1030
4,2017-10-08,16,2017-10-21,21,1031
4,2017-09-29,16,2017-10-13,13,1023
4,2017-09-29,18,2017-10-14,25,1024
4,2017-09-29,20,2017-10-15,9,1025
4,2017-09-29,22,2017-10-16,6,1026
4,2017-09-29,23,2017-10-17,13,1027
4,2017-09-29,21,2017-10-18,15,1028
4,2017-10-27,16,2017-11-08,7,1049
4,2017-10-27,13,2017-11-09,8,1050
4,2017-10-27,21,2017-11-15,6,1056
4,2017-10-29,8,2017-11-04,25,1045
4,2017-10-29,10,2017-11-05,33,1046
16,2018-01-06,18,2018-01-20,24,1122
16,2018-01-06,17,2018-01-21,20,1123
16,2018-01-06,20,2018-01-22,19,1124
16,2018-01-06,17,2018-01-23,19,1125
16,2018-01-06,20,2018-01-24,18,1126
16,2018-01-06,21,2018-01-25,18,1127
16,2018-01-06,25,2018-01-26,23,1128
16,2018-01-06,26,2018-01-27,26,1129
6,2017-12-15,5,2017-12-17,16,1088
6,2017-12-15,6,2017-12-18,11,1089
6,2017-12-15,4,2017-12-19,14,1090
6,2017-12-15,6,2017-12-20,20,1091
4,2017-10-25,7,2017-10-27,14,1037
4,2017-10-25,7,2017-10-28,20,1038
5,2017-10-26,10,2017-11-03,11,1044
5,2017-10-26,9,2017-11-04,26,1045
5,2017-10-26,11,2017-11-05,34,1046
5,2017-10-08,1,2017-10-09,25,1019
4,2017-11-06,5,2017-11-06,15,1047
4,2017-11-06,15,2017-11-19,7,1060
4,2017-11-06,18,2017-11-20,10,1061
4,2017-11-06,20,2017-11-21,9,1062
4,2017-11-06,17,2017-11-22,9,1063
4,2017-11-06,20,2017-11-23,13,1064
4,2017-11-06,19,2017-11-24,20,1065
4,2017-11-06,19,2017-11-25,35,1066
4,2017-11-13,24,2017-12-02,34,1073
4,2017-11-16,3,2017-11-18,18,1059
4,2017-10-27,23,2017-11-15,7,1056
1,2017-10-29,0,2017-10-29,15,1039
1,2017-10-29,2,2017-10-30,17,1040
3,2017-11-01,8,2017-11-07,13,1048
3,2017-11-01,7,2017-11-08,8,1049
11,2018-01-05,20,2018-01-22,20,1124
11,2018-01-05,23,2018-01-23,20,1125
11,2018-01-05,20,2018-01-24,19,1126
5,2017-12-15,4,2017-12-16,5,1087
5,2017-12-15,7,2017-12-17,17,1088
5,2017-12-15,8,2017-12-18,12,1089
18,2017-12-03,20,2017-12-23,6,1094
18,2017-12-03,26,2017-12-24,8,1095
18,2017-12-03,27,2017-12-25,16,1096
18,2017-12-03,25,2017-12-26,17,1097
18,2017-12-03,24,2017-12-27,19,1098
18,2017-12-03,28,2017-12-28,14,1099
18,2017-12-03,31,2017-12-29,16,1100
1,2018-01-22,3,2018-01-22,21,1124
1,2018-01-22,4,2018-01-23,21,1125
1,2018-01-22,4,2018-01-24,20,1126
12,2018-01-16,11,2018-01-23,22,1125
12,2018-01-16,11,2018-01-24,21,1126
12,2018-01-16,14,2018-01-25,19,1127
12,2018-01-16,14,2018-01-26,24,1128
12,2018-01-16,14,2018-01-27,27,1129
12,2018-01-16,17,2018-01-28,24,1130
12,2018-01-16,15,2018-01-29,23,1131
12,2018-01-16,17,2018-01-30,22,1132
3,2017-09-14,27,2017-10-08,10,1018
3,2017-09-14,28,2017-10-09,26,1019
3,2017-09-14,26,2017-10-10,23,1020
4,2017-10-25,3,2017-10-27,15,1037
4,2017-10-25,8,2017-10-28,21,1038
4,2017-11-29,5,2017-12-02,35,1073
4,2017-11-12,12,2017-11-19,8,1060
4,2017-11-12,13,2017-11-20,11,1061
4,2017-11-12,14,2017-11-21,10,1062
4,2017-11-12,15,2017-11-22,10,1063
4,2017-11-12,16,2017-11-23,14,1064
3,2017-11-01,10,2017-11-07,14,1048
3,2017-11-01,9,2017-11-08,9,1049
1,2017-11-01,5,2017-11-01,10,1042
1,2017-11-01,5,2017-11-02,5,1043
4,2017-10-20,7,2017-10-23,8,1033
4,2017-10-21,20,2017-11-10,9,1051
4,2017-10-21,26,2017-11-11,13,1052
4,2017-10-21,25,2017-11-12,6,1053
