Стоимость тарифа,Дата создания,Глубина бронирования,Дата заезда,День,Количество бронирований
15,2017-02-10,6,2017-02-15,29,783
4,2017-03-13,9,2017-03-18,15,814
4,2017-03-13,8,2017-03-19,11,815
4,2017-03-13,12,2017-03-20,7,816
4,2017-03-13,8,2017-03-21,8,817
15,2017-03-04,11,2017-03-15,17,811
15,2017-03-04,17,2017-03-16,17,812
15,2017-03-04,15,2017-03-17,16,813
13,2017-02-23,14,2017-03-05,30,801
13,2017-02-23,15,2017-03-06,27,802
13,2017-02-23,16,2017-03-07,31,803
13,2017-02-23,17,2017-03-08,30,804
13,2017-02-23,16,2017-03-09,30,805
12,2017-02-18,6,2017-02-24,10,792
12,2017-02-18,8,2017-02-25,11,793
12,2017-02-18,9,2017-02-26,28,794
12,2017-02-18,9,2017-02-27,29,795
4,2017-03-20,24,2017-04-09,12,836
4,2017-03-20,22,2017-04-10,9,837
4,2017-03-20,22,2017-04-11,12,838
4,2017-03-20,27,2017-04-12,10,839
4,2017-03-20,27,2017-04-13,11,840
6,2017-03-22,1,2017-03-22,9,818
6,2017-03-22,4,2017-03-23,9,819
6,2017-03-22,7,2017-03-24,28,820
9,2017-03-09,4,2017-03-10,29,806
9,2017-03-09,3,2017-03-11,28,807
9,2017-03-09,6,2017-03-12,21,808
9,2017-03-09,8,2017-03-13,17,809
4,2017-04-13,6,2017-04-17,7,844
4,2017-04-03,21,2017-04-19,14,846
4,2017-04-03,20,2017-04-20,8,847
5,2017-04-03,14,2017-04-14,7,841
5,2017-04-03,12,2017-04-15,7,842
5,2017-03-26,8,2017-04-02,14,829
5,2017-03-26,8,2017-04-03,10,830
5,2017-03-26,9,2017-04-04,8,831
5,2017-03-26,11,2017-04-05,11,832
5,2017-03-26,14,2017-04-06,10,833
5,2017-03-26,12,2017-04-07,17,834
5,2017-03-26,18,2017-04-08,19,835
3,2017-04-26,4,2017-04-28,9,855
3,2017-04-26,4,2017-04-29,25,856
4,2017-05-05,6,2017-05-07,18,864
3,2016-09-13,3,2016-09-16,10,631
3,2016-09-21,4,2016-09-25,5,640
12,2016-12-28,26,2017-01-20,25,757
12,2016-12-28,25,2017-01-21,30,758
12,2016-12-28,27,2017-01-22,24,759
12,2016-12-28,26,2017-01-23,22,760
12,2016-12-28,31,2017-01-24,18,761
12,2016-12-14,28,2017-01-08,8,745
12,2016-12-14,29,2017-01-09,20,746
12,2016-12-14,32,2017-01-10,19,747
12,2017-01-18,25,2017-02-09,20,777
7,2017-01-09,7,2017-01-13,24,750
7,2017-01-09,8,2017-01-14,24,751
7,2017-01-09,10,2017-01-15,20,752
10,2017-01-09,6,2017-01-11,23,748
10,2017-01-09,6,2017-01-12,24,749
7,2017-01-09,10,2017-01-16,28,753
7,2017-01-09,10,2017-01-17,29,754
7,2017-01-09,9,2017-01-18,28,755
7,2017-01-09,10,2017-01-19,29,756
5,2016-06-28,3,2016-06-29,5,552
5,2016-06-28,3,2016-06-30,5,553
3,2016-06-29,2,2016-07-01,6,554
3,2016-07-28,5,2016-07-30,14,583
4,2016-07-21,10,2016-07-31,17,584
4,2016-07-21,16,2016-08-01,15,585
5,2016-07-22,25,2016-08-14,12,598
5,2016-07-22,29,2016-08-15,12,599
5,2016-07-22,29,2016-08-16,13,600
5,2016-07-22,31,2016-08-17,13,601
5,2016-07-22,28,2016-08-18,9,602
5,2016-08-08,3,2016-08-11,7,595
12,2015-12-19,26,2016-01-14,18,385
12,2015-12-19,30,2016-01-15,19,386
12,2015-12-19,33,2016-01-16,24,387
12,2015-12-19,32,2016-01-17,23,388
12,2015-12-19,31,2016-01-18,14,389
12,2015-12-19,34,2016-01-19,15,390
24,2015-12-29,4,2015-12-30,20,370
24,2015-12-29,5,2015-12-31,27,371
24,2015-12-29,7,2016-01-01,25,372
24,2015-12-29,9,2016-01-02,21,373
24,2015-12-29,9,2016-01-03,15,374
24,2015-12-29,8,2016-01-04,18,375
17,2016-01-27,6,2016-02-01,19,403
17,2016-01-27,8,2016-02-02,16,404
17,2016-01-27,7,2016-02-03,15,405
17,2016-01-27,11,2016-02-04,11,406
10,2016-02-29,13,2016-03-10,24,441
10,2016-02-29,14,2016-03-11,23,442
10,2016-02-29,12,2016-03-12,27,443
10,2016-02-29,16,2016-03-13,24,444
10,2016-02-29,15,2016-03-14,14,445
10,2016-02-29,16,2016-03-15,18,446
2,2016-03-21,31,2016-04-19,1,481
2,2016-03-21,34,2016-04-20,1,482
2,2016-03-21,33,2016-04-21,3,483
2,2016-03-21,34,2016-04-22,3,484
2,2016-03-21,36,2016-04-23,9,485
2,2016-03-21,38,2016-04-24,3,486
7,2016-03-19,17,2016-04-03,20,465
7,2016-03-19,17,2016-04-04,16,466
7,2016-03-19,22,2016-04-05,14,467
7,2016-03-19,21,2016-04-06,10,468
7,2016-03-19,23,2016-04-07,13,469
8,2016-03-07,1,2016-03-07,26,438
8,2016-03-07,2,2016-03-08,29,439
4,2016-03-18,24,2016-04-08,12,470
4,2016-03-18,23,2016-04-09,12,471
3,2016-05-04,12,2016-05-14,2,506
8,2016-05-27,8,2016-05-30,21,522
8,2016-05-27,7,2016-05-31,21,523
8,2016-05-27,7,2016-06-01,21,524
8,2016-05-27,8,2016-06-02,21,525
5,2016-05-10,2,2016-05-10,3,502
5,2016-05-10,4,2016-05-11,2,503
5,2017-09-11,4,2017-09-13,3,993
5,2017-09-11,4,2017-09-14,6,994
5,2017-09-11,6,2017-09-15,10,995
5,2017-09-11,10,2017-09-16,7,996
5,2017-09-11,11,2017-09-17,4,997
5,2017-09-11,9,2017-09-18,7,998
5,2017-09-11,11,2017-09-19,8,999
4,2017-09-05,16,2017-09-21,13,1001
4,2017-09-05,20,2017-09-22,10,1002
4,2017-09-05,20,2017-09-23,7,1003
4,2017-09-05,19,2017-09-24,8,1004
4,2017-03-25,3,2017-03-27,13,823
4,2017-03-25,5,2017-03-28,15,824
4,2017-03-25,9,2017-03-29,12,825
4,2017-05-17,27,2017-06-13,12,901
4,2017-05-17,30,2017-06-14,11,902
4,2017-05-17,29,2017-06-15,10,903
4,2017-05-17,33,2017-06-16,11,904
4,2017-05-17,32,2017-06-17,8,905
4,2017-05-17,35,2017-06-18,10,906
4,2017-05-17,38,2017-06-19,9,907
7,2017-06-09,21,2017-06-30,8,918
7,2017-06-09,25,2017-07-01,10,919
7,2017-06-09,25,2017-07-02,8,920
7,2017-06-09,28,2017-07-03,8,921
7,2017-06-09,25,2017-07-04,10,922
7,2017-06-09,26,2017-07-05,14,923
7,2017-06-09,31,2017-07-06,8,924
7,2017-06-09,33,2017-07-07,5,925
4,2017-06-04,0,2017-06-04,2,892
4,2017-06-04,2,2017-06-05,1,893
3,2017-05-20,10,2017-05-29,1,886
4,2017-06-16,30,2017-07-14,12,932
4,2017-07-08,28,2017-08-05,17,954
4,2017-07-08,33,2017-08-06,17,955
6,2017-07-24,21,2017-08-09,10,958
5,2017-08-16,4,2017-08-19,16,968
4,2017-08-08,15,2017-08-18,15,967
6,2017-08-04,8,2017-08-07,10,956
4,2017-08-06,16,2017-08-17,13,966
5,2017-08-22,8,2017-08-25,12,974
8,2017-08-11,33,2017-09-08,7,988
8,2017-08-11,34,2017-09-09,8,989
4,2017-08-16,18,2017-09-02,17,982
4,2017-08-16,20,2017-09-03,8,983
4,2017-08-16,21,2017-09-04,8,984
3,2016-09-23,6,2016-09-24,8,639
3,2016-09-23,7,2016-09-25,6,640
3,2016-09-23,5,2016-09-26,3,641
3,2016-09-23,7,2016-09-27,3,642
3,2016-09-23,7,2016-09-28,7,643
5,2016-10-08,3,2016-10-08,9,653
5,2016-10-08,3,2016-10-09,6,654
5,2016-10-08,2,2016-10-10,5,655
4,2016-12-01,1,2016-12-02,1,708
4,2016-12-01,7,2016-12-03,1,709
13,2016-12-27,4,2016-12-27,5,733
14,2017-01-31,31,2017-02-26,29,794
14,2017-01-31,29,2017-02-27,30,795
14,2017-01-31,30,2017-02-28,23,796
14,2017-01-31,32,2017-03-01,21,797
14,2017-01-31,31,2017-03-02,14,798
14,2017-01-31,32,2017-03-03,20,799
9,2017-01-19,7,2017-01-21,31,758
9,2017-01-19,4,2017-01-22,25,759
9,2017-01-19,4,2017-01-23,23,760
9,2017-01-19,5,2017-01-24,19,761
9,2017-01-19,11,2017-01-25,15,762
9,2017-01-19,9,2017-01-26,16,763
9,2017-01-19,11,2017-01-27,16,764
14,2017-02-21,15,2017-03-05,31,801
14,2017-02-21,15,2017-03-06,28,802
14,2017-02-21,19,2017-03-07,32,803
14,2017-02-21,20,2017-03-08,31,804
14,2017-02-21,21,2017-03-09,31,805
14,2017-02-21,19,2017-03-10,30,806
4,2017-03-11,24,2017-03-31,16,827
4,2017-03-11,21,2017-04-01,16,828
6,2017-03-29,5,2017-03-30,15,826
4,2017-03-21,6,2017-03-25,30,821
4,2017-03-21,9,2017-03-26,20,822
3,2017-04-05,6,2017-04-07,18,834
3,2017-04-05,8,2017-04-08,20,835
3,2017-03-31,6,2017-04-02,15,829
3,2017-03-31,7,2017-04-03,11,830
3,2017-03-31,8,2017-04-04,9,831
3,2017-03-31,10,2017-04-05,12,832
3,2017-03-31,8,2017-04-06,11,833
4,2016-05-29,5,2016-05-30,22,522
3,2016-05-19,13,2016-05-29,2,521
5,2016-06-13,4,2016-06-13,7,536
3,2016-06-20,13,2016-06-30,6,553
3,2016-06-20,12,2016-07-01,7,554
5,2016-06-28,1,2016-06-29,6,552
4,2016-07-15,20,2016-07-30,15,583
7,2016-08-12,2,2016-08-13,9,597
3,2016-08-19,20,2016-09-06,6,621
3,2016-08-19,20,2016-09-07,7,622
3,2016-08-19,24,2016-09-08,7,623
3,2016-08-19,21,2016-09-09,8,624
3,2016-08-19,27,2016-09-10,20,625
3,2016-08-19,23,2016-09-11,18,626
3,2016-08-19,29,2016-09-12,17,627
3,2016-09-19,2,2016-09-20,3,635
3,2016-09-11,19,2016-09-29,9,644
3,2016-09-11,20,2016-09-30,8,645
3,2016-09-11,21,2016-10-01,12,646
5,2016-10-03,16,2016-10-15,3,660
8,2016-01-01,15,2016-01-15,20,386
8,2016-01-01,18,2016-01-16,25,387
8,2016-01-01,19,2016-01-17,24,388
11,2015-12-18,28,2016-01-10,20,381
11,2015-12-18,29,2016-01-11,16,382
11,2015-12-18,30,2016-01-12,23,383
11,2015-12-18,31,2016-01-13,16,384
11,2015-12-18,27,2016-01-14,19,385
25,2015-12-26,11,2016-01-02,22,373
25,2015-12-26,10,2016-01-03,16,374
25,2015-12-26,11,2016-01-04,19,375
25,2015-12-26,15,2016-01-05,16,376
25,2015-12-26,11,2016-01-06,20,377
25,2015-12-26,15,2016-01-07,19,378
21,2016-01-17,17,2016-01-31,18,402
21,2016-01-17,18,2016-02-01,20,403
21,2016-01-17,16,2016-02-02,17,404
21,2016-01-17,17,2016-02-03,16,405
21,2016-01-17,21,2016-02-04,12,406
21,2016-01-17,22,2016-02-05,13,407
21,2016-01-17,25,2016-02-06,13,408
25,2016-01-05,4,2016-01-08,23,379
35,2016-02-02,17,2016-02-14,13,416
35,2016-02-02,15,2016-02-15,11,417
35,2016-02-02,17,2016-02-16,10,418
35,2016-02-02,20,2016-02-17,12,419
35,2016-02-02,17,2016-02-18,12,420
35,2016-02-02,17,2016-02-19,14,421
4,2016-03-03,33,2016-04-01,17,463
4,2016-03-03,32,2016-04-02,21,464
4,2016-03-03,35,2016-04-03,21,465
4,2016-03-03,33,2016-04-04,17,466
4,2016-03-03,36,2016-04-05,15,467
4,2016-03-03,35,2016-04-06,11,468
4,2016-03-03,39,2016-04-07,14,469
4,2016-03-03,36,2016-04-08,13,470
4,2016-03-03,41,2016-04-09,13,471
9,2016-03-04,11,2016-03-11,24,442
9,2016-03-04,8,2016-03-12,28,443
9,2016-03-04,14,2016-03-13,25,444
9,2016-03-04,13,2016-03-14,15,445
9,2016-03-04,14,2016-03-15,19,446
9,2016-03-04,15,2016-03-16,15,447
9,2016-03-04,18,2016-03-17,13,448
9,2016-03-04,16,2016-03-18,22,449
9,2016-03-04,19,2016-03-19,22,450
18,2016-02-21,21,2016-03-10,25,441
18,2016-02-21,19,2016-03-11,25,442
18,2016-02-21,20,2016-03-12,29,443
21,2016-02-24,11,2016-03-03,19,434
21,2016-02-24,13,2016-03-04,12,435
21,2016-02-24,15,2016-03-05,17,436
21,2016-02-24,15,2016-03-06,24,437
10,2016-02-25,14,2016-03-08,30,439
10,2016-02-25,13,2016-03-09,24,440
10,2016-02-07,3,2016-02-07,14,409
8,2016-03-07,0,2016-03-07,27,438
8,2016-03-07,5,2016-03-08,31,439
6,2016-03-09,18,2016-03-25,13,456
6,2016-03-09,20,2016-03-26,11,457
2,2016-04-12,2,2016-04-13,4,475
4,2016-05-07,3,2016-05-07,4,499
6,2016-04-28,7,2016-05-01,8,493
6,2016-04-28,7,2016-05-02,11,494
5,2017-08-16,3,2017-08-18,16,967
5,2017-08-16,5,2017-08-19,17,968
4,2017-04-22,15,2017-05-06,20,863
4,2017-04-22,20,2017-05-07,19,864
4,2017-05-13,15,2017-05-26,10,883
5,2017-05-30,15,2017-06-09,8,897
5,2017-05-30,14,2017-06-10,8,898
5,2017-05-30,15,2017-06-11,10,899
5,2017-05-30,18,2017-06-12,9,900
5,2017-05-30,14,2017-06-13,13,901
5,2017-05-30,19,2017-06-14,12,902
4,2017-08-06,14,2017-08-17,14,966
11,2016-12-12,15,2016-12-27,6,733
11,2016-12-12,18,2016-12-28,6,734
10,2017-01-06,14,2017-01-19,30,756
10,2017-01-06,14,2017-01-20,26,757
10,2017-01-06,17,2017-01-21,32,758
8,2017-01-06,9,2017-01-14,25,751
8,2017-01-06,9,2017-01-15,21,752
8,2017-01-06,13,2017-01-16,29,753
8,2017-01-06,13,2017-01-17,30,754
8,2017-01-06,13,2017-01-18,29,755
11,2017-01-08,3,2017-01-10,20,747
11,2017-01-08,5,2017-01-11,24,748
11,2017-01-08,8,2017-01-12,25,749
14,2017-01-30,28,2017-02-26,30,794
14,2017-01-30,29,2017-02-27,31,795
14,2017-01-30,29,2017-02-28,24,796
14,2017-01-30,30,2017-03-01,22,797
14,2017-01-30,34,2017-03-02,15,798
9,2017-02-10,29,2017-03-10,31,806
9,2017-02-10,33,2017-03-11,29,807
9,2017-02-10,31,2017-03-12,22,808
9,2017-02-10,33,2017-03-13,18,809
9,2017-02-10,34,2017-03-14,17,810
18,2017-02-03,12,2017-02-11,18,779
18,2017-02-03,10,2017-02-12,19,780
18,2017-02-03,10,2017-02-13,24,781
18,2017-02-03,16,2017-02-14,30,782
18,2017-02-03,17,2017-02-15,30,783
18,2017-02-03,16,2017-02-16,23,784
18,2017-02-03,16,2017-02-17,18,785
18,2017-02-03,15,2017-02-18,18,786
6,2017-03-05,3,2017-03-06,29,802
6,2017-03-05,7,2017-03-07,33,803
6,2017-03-07,27,2017-03-31,17,827
18,2017-02-25,3,2017-02-25,12,793
6,2017-03-16,11,2017-03-24,29,820
6,2017-03-16,14,2017-03-25,31,821
6,2017-03-07,1,2017-03-08,32,804
4,2017-04-03,21,2017-04-19,15,846
4,2017-04-03,19,2017-04-20,9,847
4,2016-06-22,4,2016-06-23,10,546
5,2016-06-19,33,2016-07-17,18,570
5,2016-06-19,34,2016-07-18,13,571
5,2016-06-19,30,2016-07-19,12,572
5,2016-06-19,32,2016-07-20,10,573
5,2016-06-19,36,2016-07-21,12,574
5,2016-06-19,35,2016-07-22,11,575
5,2016-06-19,34,2016-07-23,11,576
5,2016-06-19,37,2016-07-24,14,577
6,2016-07-14,32,2016-08-11,8,595
6,2016-07-14,31,2016-08-12,10,596
6,2016-07-14,31,2016-08-13,10,597
5,2016-06-26,33,2016-07-25,13,578
5,2016-06-26,34,2016-07-26,13,579
5,2016-06-26,34,2016-07-27,15,580
5,2016-06-26,32,2016-07-28,20,581
5,2016-06-26,37,2016-07-29,18,582
5,2016-06-26,39,2016-07-30,16,583
5,2016-06-26,38,2016-07-31,18,584
5,2016-06-26,36,2016-08-01,16,585
5,2016-07-27,27,2016-08-19,6,603
5,2016-07-27,29,2016-08-20,7,604
5,2016-07-22,23,2016-08-14,13,598
5,2016-07-22,24,2016-08-15,13,599
5,2016-07-22,27,2016-08-16,14,600
5,2016-07-22,27,2016-08-17,14,601
5,2016-07-22,28,2016-08-18,10,602
5,2016-07-22,3,2016-07-25,14,578
3,2016-09-13,7,2016-09-17,5,632
3,2016-09-13,6,2016-09-18,5,633
5,2016-09-10,2,2016-09-10,21,625
5,2016-09-22,12,2016-09-29,10,644
5,2016-09-22,12,2016-09-30,9,645
5,2016-09-22,13,2016-10-01,13,646
11,2015-12-30,24,2016-01-21,14,392
11,2015-12-30,26,2016-01-22,13,393
11,2015-12-30,24,2016-01-23,10,394
27,2015-12-23,13,2015-12-31,28,371
27,2015-12-23,12,2016-01-01,26,372
27,2015-12-23,11,2016-01-02,23,373
14,2016-02-05,7,2016-02-07,15,409
10,2016-02-15,27,2016-03-12,30,443
10,2016-02-15,31,2016-03-13,26,444
10,2016-02-15,31,2016-03-14,16,445
10,2016-02-15,31,2016-03-15,20,446
10,2016-02-15,30,2016-03-16,16,447
10,2016-02-15,31,2016-03-17,14,448
2,2016-03-22,11,2016-03-31,18,462
2,2016-03-22,15,2016-04-01,18,463
2,2016-03-22,13,2016-04-02,22,464
2,2016-03-22,13,2016-04-03,22,465
6,2016-03-26,5,2016-03-27,10,458
6,2016-03-26,6,2016-03-28,9,459
8,2016-03-17,2,2016-03-18,23,449
8,2016-03-17,5,2016-03-19,23,450
8,2016-03-17,7,2016-03-20,20,451
6,2016-04-26,10,2016-05-01,9,493
6,2016-04-26,10,2016-05-02,12,494
5,2016-04-27,9,2016-05-03,12,495
5,2016-04-27,10,2016-05-04,5,496
5,2016-04-22,3,2016-04-22,4,484
5,2017-07-29,11,2017-08-09,11,958
5,2017-08-08,14,2017-08-18,17,967
5,2017-08-09,13,2017-08-17,15,966
3,2017-08-09,17,2017-08-25,13,974
3,2017-08-09,17,2017-08-26,11,975
5,2017-08-21,6,2017-08-27,8,976
5,2017-08-21,12,2017-08-28,18,977
5,2017-08-21,9,2017-08-29,15,978
5,2017-08-21,14,2017-08-30,14,979
27,2017-01-20,34,2017-02-18,19,786
27,2017-01-20,34,2017-02-19,14,787
27,2017-01-20,35,2017-02-20,20,788
27,2017-01-20,32,2017-02-21,17,789
27,2017-01-20,36,2017-02-22,11,790
27,2017-01-20,34,2017-02-23,10,791
27,2017-01-20,39,2017-02-24,11,792
8,2017-03-02,21,2017-03-20,8,816
8,2017-03-02,21,2017-03-21,9,817
8,2017-03-02,22,2017-03-22,10,818
8,2017-03-02,24,2017-03-23,10,819
8,2017-03-02,22,2017-03-24,30,820
10,2017-02-22,24,2017-03-13,19,809
10,2017-02-22,22,2017-03-14,18,810
7,2017-03-15,14,2017-03-25,32,821
7,2017-03-15,11,2017-03-26,21,822
7,2017-03-15,13,2017-03-27,14,823
6,2017-04-05,7,2017-04-07,19,834
6,2017-04-05,8,2017-04-08,21,835
6,2017-04-05,4,2017-04-09,13,836
6,2017-04-28,2,2017-04-29,26,856
5,2017-08-01,20,2017-08-16,14,965
5,2017-07-22,14,2017-08-05,18,954
5,2017-07-22,17,2017-08-06,18,955
3,2016-06-17,4,2016-06-19,8,542
3,2016-06-17,7,2016-06-20,7,543
3,2016-06-17,4,2016-06-21,8,544
3,2016-06-17,7,2016-06-22,11,545
3,2016-06-17,9,2016-06-23,11,546
2,2016-07-12,14,2016-07-22,12,575
2,2016-07-12,11,2016-07-23,12,576
2,2016-07-12,17,2016-07-24,15,577
3,2016-07-28,5,2016-07-30,17,583
6,2016-11-01,7,2016-11-04,3,680
6,2016-11-01,4,2016-11-05,3,681
9,2017-01-01,13,2017-01-09,21,746
9,2017-01-01,10,2017-01-10,21,747
9,2017-01-01,12,2017-01-11,25,748
9,2017-01-01,15,2017-01-12,26,749
9,2017-01-01,15,2017-01-13,25,750
9,2017-01-01,17,2017-01-14,26,751
9,2017-01-01,14,2017-01-15,22,752
5,2017-01-17,3,2017-01-17,31,754
5,2017-01-17,4,2017-01-18,30,755
10,2017-01-06,13,2017-01-19,31,756
10,2017-01-06,15,2017-01-20,27,757
10,2017-01-06,16,2017-01-21,33,758
23,2016-12-30,5,2016-12-31,16,737
23,2016-12-30,6,2017-01-01,24,738
23,2016-12-30,6,2017-01-02,20,739
23,2016-12-30,4,2017-01-03,15,740
10,2016-01-02,10,2016-01-08,24,379
10,2016-01-02,10,2016-01-09,27,380
10,2016-01-02,9,2016-01-10,21,381
4,2016-01-17,5,2016-01-17,25,388
21,2016-01-18,26,2016-02-08,14,410
21,2016-01-18,24,2016-02-09,16,411
21,2016-01-18,23,2016-02-10,17,412
21,2016-01-18,28,2016-02-11,13,413
21,2016-01-18,25,2016-02-12,9,414
24,2016-01-18,32,2016-02-16,11,418
24,2016-01-18,32,2016-02-17,13,419
24,2016-01-18,35,2016-02-18,13,420
24,2016-01-18,32,2016-02-19,15,421
10,2016-01-20,4,2016-01-20,12,391
14,2016-02-05,2,2016-02-07,16,409
11,2016-02-24,1,2016-02-24,12,426
8,2016-03-13,1,2016-03-13,27,444
12,2016-03-06,0,2016-03-06,25,437
12,2016-03-06,4,2016-03-07,28,438
12,2016-03-06,4,2016-03-08,32,439
12,2016-03-06,3,2016-03-09,25,440
12,2016-03-06,9,2016-03-10,26,441
12,2016-03-06,6,2016-03-11,26,442
6,2016-03-26,6,2016-03-27,11,458
6,2016-03-26,7,2016-03-28,10,459
2,2016-03-17,17,2016-04-03,23,465
2,2016-03-17,21,2016-04-04,18,466
2,2016-03-17,23,2016-04-05,16,467
2,2016-03-17,20,2016-04-06,12,468
5,2016-03-31,11,2016-04-08,14,470
5,2016-03-31,10,2016-04-09,14,471
5,2016-03-31,10,2016-04-10,9,472
5,2016-03-31,12,2016-04-11,4,473
5,2016-03-31,14,2016-04-12,2,474
5,2016-03-31,15,2016-04-13,5,475
10,2016-01-02,5,2016-01-06,21,377
10,2016-01-02,5,2016-01-07,20,378
10,2016-01-02,6,2016-01-08,25,379
10,2016-01-02,9,2016-01-09,28,380
13,2016-02-08,23,2016-02-28,15,430
13,2016-02-08,24,2016-02-29,16,431
13,2016-02-08,22,2016-03-01,16,432
13,2016-02-08,23,2016-03-02,19,433
15,2016-02-01,23,2016-02-23,14,425
15,2016-02-01,23,2016-02-24,13,426
15,2016-02-01,24,2016-02-25,7,427
15,2016-02-01,30,2016-02-26,7,428
18,2016-03-02,5,2016-03-03,20,434
18,2016-03-02,5,2016-03-04,13,435
18,2016-03-02,8,2016-03-05,18,436
12,2016-03-06,4,2016-03-06,26,437
12,2016-03-06,5,2016-03-07,29,438
12,2016-03-06,4,2016-03-08,33,439
12,2016-03-06,5,2016-03-09,26,440
12,2016-03-06,4,2016-03-10,27,441
12,2016-03-06,10,2016-03-11,27,442
8,2016-05-29,2,2016-05-30,23,522
8,2016-05-29,4,2016-05-31,22,523
8,2016-05-29,5,2016-06-01,22,524
8,2016-05-29,8,2016-06-02,22,525
5,2016-06-10,4,2016-06-11,15,534
5,2016-06-10,3,2016-06-12,12,535
3,2016-06-15,8,2016-06-19,9,542
3,2016-06-15,9,2016-06-20,8,543
3,2016-06-16,32,2016-07-16,10,569
3,2016-06-16,31,2016-07-17,19,570
3,2016-06-16,32,2016-07-18,14,571
3,2016-06-16,34,2016-07-19,13,572
3,2016-06-16,34,2016-07-20,11,573
4,2016-08-12,6,2016-08-14,14,598
4,2016-08-12,5,2016-08-15,14,599
4,2016-08-12,6,2016-08-16,15,600
4,2016-08-12,9,2016-08-17,15,601
4,2016-08-12,6,2016-08-18,11,602
3,2016-09-13,3,2016-09-15,6,630
20,2017-01-01,1,2017-01-01,25,738
20,2017-01-01,6,2017-01-02,21,739
5,2017-01-17,0,2017-01-17,32,754
5,2017-01-17,2,2017-01-18,31,755
16,2017-01-10,25,2017-02-04,18,772
16,2017-01-10,26,2017-02-05,30,773
16,2017-01-10,32,2017-02-06,31,774
16,2017-01-10,31,2017-02-07,28,775
16,2017-01-10,31,2017-02-08,26,776
16,2017-01-10,31,2017-02-09,21,777
16,2017-01-10,33,2017-02-10,17,778
9,2017-01-18,1,2017-01-19,32,756
9,2017-01-18,7,2017-01-20,28,757
8,2017-01-19,7,2017-01-21,34,758
8,2017-01-19,7,2017-01-22,26,759
10,2017-02-13,2,2017-02-14,31,782
10,2017-02-13,5,2017-02-15,31,783
10,2017-02-13,8,2017-02-16,24,784
5,2017-03-06,9,2017-03-11,30,807
5,2017-03-06,9,2017-03-12,23,808
4,2017-03-20,10,2017-03-28,16,824
6,2017-04-07,5,2017-04-07,20,834
6,2017-04-07,6,2017-04-08,22,835
6,2017-04-07,5,2017-04-09,14,836
4,2017-04-28,6,2017-04-29,27,856
4,2017-05-07,1,2017-05-08,12,865
6,2017-07-15,17,2017-07-27,11,945
6,2017-07-15,18,2017-07-28,12,946
6,2017-07-15,19,2017-07-29,16,947
6,2017-07-15,19,2017-07-30,17,948
6,2017-07-15,17,2017-07-31,16,949
6,2017-07-15,21,2017-08-01,12,950
6,2017-07-15,20,2017-08-02,10,951
6,2017-07-15,21,2017-08-03,15,952
6,2017-07-15,24,2017-08-04,17,953
6,2017-07-15,23,2017-08-05,19,954
6,2017-07-15,23,2017-08-06,19,955
4,2017-08-12,17,2017-08-29,16,978
4,2017-08-12,22,2017-08-30,15,979
6,2017-08-06,14,2017-08-18,18,967
6,2017-08-06,18,2017-08-19,18,968
6,2017-08-06,18,2017-08-20,14,969
6,2017-08-06,17,2017-08-21,9,970
6,2017-09-16,5,2017-09-16,8,996
7,2017-07-19,2,2017-07-19,7,937
3,2017-08-08,8,2017-08-14,11,963
3,2017-08-08,9,2017-08-15,12,964
3,2017-08-08,8,2017-08-16,15,965
3,2017-08-08,13,2017-08-17,16,966
3,2017-08-25,0,2017-08-25,14,974
5,2017-08-19,14,2017-09-02,18,982
5,2017-08-19,20,2017-09-03,9,983
5,2017-08-19,19,2017-09-04,9,984
5,2017-08-19,17,2017-09-05,9,985
5,2017-08-19,21,2017-09-06,5,986
5,2017-08-19,24,2017-09-07,4,987
5,2017-08-19,21,2017-09-08,8,988
19,2017-01-01,5,2017-01-01,26,738
12,2016-12-16,23,2017-01-08,9,745
12,2016-12-16,27,2017-01-09,22,746
12,2016-12-16,29,2017-01-10,22,747
12,2016-12-16,31,2017-01-11,26,748
12,2016-12-16,29,2017-01-12,27,749
12,2016-12-16,28,2017-01-13,26,750
8,2017-01-10,4,2017-01-14,27,751
8,2017-01-10,9,2017-01-15,23,752
8,2017-01-10,9,2017-01-16,30,753
8,2017-01-10,8,2017-01-17,33,754
8,2017-01-10,8,2017-01-18,32,755
10,2017-01-18,27,2017-02-11,19,779
10,2017-01-18,30,2017-02-12,20,780
10,2017-01-18,27,2017-02-13,25,781
14,2017-01-13,26,2017-02-04,19,772
14,2017-01-13,25,2017-02-05,31,773
14,2017-01-13,27,2017-02-06,32,774
14,2017-01-13,27,2017-02-07,29,775
14,2017-01-13,26,2017-02-08,27,776
14,2017-01-13,27,2017-02-09,22,777
14,2017-01-13,28,2017-02-10,18,778
15,2017-02-03,26,2017-02-26,31,794
15,2017-02-03,27,2017-02-27,32,795
15,2017-02-03,29,2017-02-28,25,796
15,2017-02-03,29,2017-03-01,23,797
15,2017-02-03,30,2017-03-02,16,798
5,2017-03-03,22,2017-03-24,31,820
5,2017-03-03,27,2017-03-25,33,821
6,2017-03-05,28,2017-03-30,16,826
6,2017-03-05,27,2017-03-31,18,827
6,2017-03-05,30,2017-04-01,17,828
6,2017-03-05,28,2017-04-02,16,829
6,2017-03-07,4,2017-03-08,33,804
6,2017-03-07,6,2017-03-09,32,805
6,2017-03-07,8,2017-03-10,32,806
6,2017-03-07,8,2017-03-11,31,807
